match	sentence	collection	author	title	textClass	bibl	date
verstummt	Wenn verkehrtes Geschwätz einmal hinaus ist , verstummt es nicht von heute auf morgen .	kern	Grimm, Hans	Volk ohne Raum	Belletristik::Roman	Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. #page#	1926-12-31
zurückzudrängen	Auch als die kommunale Polizei zu Hilfe gerufen wurde , gelang es nicht , die Nationalsozialisten zurückzudrängen .	kern	unknown	Vier Todesopfer	Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 02.02.1933	1933-02-02
ragt	Unter ihnen ragt heraus	kern	unknown	Lexikon der Kunst - F	Wissenschaft	o. A.: Lexikon der Kunst - F. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1989], S. #page#	1989-12-31
schläft	Der Chauffeur hat sich an der Tür auf einen Stuhl gesetzt , die Frau schläft noch immer .	kern	Kreuder, Ernst	Die Gesellschaft vom Dachboden	Belletristik	Kreuder, Ernst: Die Gesellschaft vom Dachboden, Frankfurt a. M.: Suhrkamp 1978 [1946], S. #page#	1946-12-31
verletzt	Die Nase kann leicht durch die Nägel verletzt werden , so daß Entzündungen entstehen .	kern	Treskow, Barbara von / Weyl, Johannes	Das Lexikon der Hausfrau	Gebrauchsliteratur	o. A.: Das Lexikon der Hausfrau, Berlin: Ullstein 1937 [1932], S. #page#	1932-12-31
antwortete	""" Das haben wir uns selbst ausgedacht "" , antwortete Christina , "" sollen wir es dir erklären ?"	kern		Das Preisrätsel für Denker	Zeitung::Cogito	Bild der Wissenschaft auf CD-ROM, 1997 [1996]	1996-11-15
gekannt	Denn , so hieß es in der Begründung , der Angeklagte habe die sachliche Unrichtigkeit der behaupteten Tatsachen gekannt , wie sich aus den Feststellungen des Landgerichtsurteils ergebe .	kern	Hannover, Heinrich	Die Republik vor Gericht 1954 - 1974	Gebrauchsliteratur::Belletristik	Hannover, Heinrich: Die Republik vor Gericht 1954 - 1974, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1998], S. #page#	1998-12-31
hoben	Puppen hoben ein Grab aus , für K. A. Puppen bei Gegenwind , Puppen auf dem Schießplatz Munsterlager .	kern	Lenz, Siegfried	Deutschstunde	Belletristik::Roman	Lenz, Siegfried: Deutschstunde, Hamburg: Hoffmann u. Campe 1997 [1968], S. #page#	1968-12-31
anschauen	Man möge sich nur einmal aufmerksam die Beinhaltung der Fahrgäste in der Berliner U-Bahn anschauen .	kern	Smolka, Karl	Gutes Benehmen von A - Z	Gebrauchsliteratur::Umgangsformen	Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. #page#	1957-12-31
obgewaltet	Daß auch die volle Absicht bei beiden Angeklagten obgewaltet hat , geht aus der Erzählung des Rupsch hervor , der bekundet hat :	kern	Friedländer, Hugo	Das Dynamit-Attentat bei der Enthüllungsfeier des Niederwald-Denkmals	Gebrauchsliteratur	Friedländer, Hugo: Das Dynamit-Attentat bei der Enthüllungsfeier des Niederwald-Denkmals. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. #page#	1911-12-31
verstand	Die Lehrerin verstand das seltsame Benehmen des fremden Weibes nicht und meinte , sie habe es mit einer Irrsinnigen zu tun , die man durch Härte nicht noch reizen dürfe .	kern	Stehr, Hermann	Der Heiligenhof	Belletristik::Roman	Stehr, Hermann: Der Heiligenhof, München: List 1952 [1918], S. #page#	1918-12-31
verstehen	» Wenn in späteren Jahren die Geschichte der Wiedererweckung des deutschen Volkes geschrieben wird und schon die nächste Generation es nicht mehr verstehen kann , daß das deutsche Volk einmal judenfreundlich gesinnt war , so wird festgestellt werden , daß Julius Streicher und sein Wochenblatt ' Der Stürmer ' ein gut Teil dieser Aufklärung über den Feind der Menschheit geleistet haben . «	kern	unknown	Einunddreißigster Tag. Donnerstag, 10. Januar 1946.	Gebrauchsliteratur	o. A.: Einunddreißigster Tag. Donnerstag, 10. Januar 1946. In: Der Nürnberger Prozeß, Berlin: Directmedia Publ. 1999 [1946], S. #page#	1946-01-10
zensiert	Es wurden im April 1889 in einem nicht zu publizierenden Brief an den amerikanischen Episkopat nur einige Sätze von H. George zensiert .	kern	unknown	Die Kirche in der Gegenwart	Wissenschaft	o. A.: Die Kirche in der Gegenwart. In: Jedin, Hubert (Hg.) Handbuch der Kirchengeschichte, Berlin: Directmedia Publ. 2000 [1971], S. #page#	1971-12-31
funktionieren	Die Rezepte von einst funktionieren nicht mehr .	kern	Valeska von Roques	Wie eine schwärende Wunde	Zeitung::Politik	Die Zeit, 02.04.1998, Nr. 15	1998-04-02
gestatten	Ich bitte zunächst , mir rückblickend ein Wort zu gestatten .	kern	unknown	Haus der Abgeordneten.	Zeitung::Abend-Ausgabe	Berliner Tageblatt (Abend-Ausgabe), 03.02.1903	1903-02-03
verunreinigt	Ein Landarmer , namens Lipken , habe absichtlich vielfach sein Bett verunreinigt , und zwar augenscheinlich , um den Aufseher zu ärgern .	kern	Friedländer, Hugo	Die Vorgänge in der Provinzial-Arbeitsanstalt zu Brauweiler vor Gericht	Gebrauchsliteratur	Friedländer, Hugo: Die Vorgänge in der Provinzial-Arbeitsanstalt zu Brauweiler vor Gericht. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1913], S. #page#	1913-12-31
sterben	Die Seele ist ihm angewachsen ( angeklebt ) ; vgl. französisch ' II a l'âme rivée ( festgeschraubt ) au corps' ( Er kann nicht so bald sterben ) .	kern	Röhrich, Lutz	Seele	Wissenschaft	Röhrich, Lutz: Seele. In: Lexikon der sprichwörtlichen Redensarten [Elektronische Ressource], Berlin: Directmedia Publ. 2000 [1994], S. #page#	1994-12-31
sehe	Man sehe daher in einer Ausdehnung der Demokratie auch auf das Gebiet der DDR einen positiven Schritt und hoffe , daß sich ein vereinigtes Deutschland im gleichen Sinne weiterentwickeln werde .	kern	unknown	Nr. 186: Gespräch Kohl mit Arens	Gebrauchsliteratur	Nr. 186: Gespräch Kohl mit Arens vom 15. Februar 1990. In: Deutsche Einheit, Berlin: Directmedia Publ. 2000 [1990], S. #page#	1990-02-15
geölt	Teakholz , von Natur schon sehr fetthaltig , wird mehrmals geölt und zwischen zwei Ölvorgängen immer geschliffen und getrocknet .	kern	Oheim, Gertrud	Das praktische Haushaltsbuch	Gebrauchsliteratur	Oheim, Gertrud: Das praktische Haushaltsbuch, Gütersloh: Bertelsmann 1967 [1954], S. #page#	1954-12-31
tut	"Das tut mehr als bitter weh , wenn man seinen Buben hergeben muß zum Verschießen ... """	kern	unknown [Frau B. K.]	Brief von Frau B. K. vom	Gebrauchsliteratur	Brief von Frau B. K. vom 12.10.1939. In: Ortwin Buchbender u. Reinhold Sterz (Hgg.), Das andere Gesicht des Krieges, München: Beck, 1982, S. #page#	1939-10-12
heimkommen	Wenn wir vom Spazierengehen heimkommen , holt sie mir Hausschuhe .	kern	Schmidt-Rogge, Carl H.	Dein Kind – Dein Partner	Gebrauchsliteratur	Schmidt-Rogge, Carl H.: Dein Kind &#x96; Dein Partner, München: List 1973 [1969], S. #page#	1969-12-31
kennenzulernen	Mit großem Vergnügen und Dank nahm ich die Einladung des Präsidenten der USA an , Ihrem Land einen offiziellen Besuch abzustatten , und es wird mich freuen , mit Staatsmännern , Vertretern der Geschäftskreise , der Intelligenz , mit Arbeitern und Farmern zu sprechen und das Leben des fleißigen und unternehmenden amerikanischen Volkes kennenzulernen .	kern	unknown	Erster Abschnitt des Besuchs Chruschtschows in den Vereinigten Staaten	Zeitung::SOWJETUNION. VEREINIGTE STAATEN.	Archiv der Gegenwart, 2001 [1959]	1959-09-19
tätet	« Junker , Ihr tätet wahrhaftig wohl daran , ein frommes Verslein oder ein Gebet zu sagen .	kern	Perutz, Leo	Die dritte Kugel	Belletristik::Roman	Perutz, Leo: Die dritte Kugel, Reinbek bei Hamburg: Rowohlt 1988 [1915], S. #page#	1915-12-31
ordnete	Die Regierung von Guyana ordnete am 6. XII. 1978 die Auflösung der Sekte auf dem Territorium ihres Landes an und gab gleichzeitig bekannt , daß die in Jonestown gefundenen Gelder ( rund 0,6 Mill .	kern	unknown	918 Mitglieder einer US-Sekte in Guyana verüben Selbstmord bzw. werden ermordet nach Ermordung eines US-Abgeordneten und von 4 Journalisten seiner Begleitung	Zeitung::VEREINIGTE STAATEN. GUYANA. RELIGIONEN.	Archiv der Gegenwart, 2001 [1979]	1979-03-07
erfolgte	Das Ernten der Kohlgemüse erfolgte größtenteils von Hand mit dem Messer , wobei der Kohl in Steigen verpackt vom Feld getragen wurde .	kern	Autorenkoll. u. d. Leitung von J[ohannes] Reinhold	Ratgeber für den Feingemüsebau im Freiland	Gebrauchsliteratur::Wissenschaft	o. A.: Ratgeber für den Feingemüsebau im Freiland, Berlin: VEB Dt. Landwirtschaftsverl 1962, S. #page#	1962-12-31
gelobt	Herr Bauer droht , wie ich schon neulich erwähnte , Herrn Sonnenthal , dass er Herrn Kainz umso eifriger protegieren werde , und lässt sich das rührende Geständnis entschlüpfen , dass er und seine Collegen den Oberregisseur des Burgtheaters ohnedies bisher » über seine Kräfte gelobt « haben .	kern	Kraus, Karl		Zeitung	Die Fackel [Elektronische Ressource], 2002 [1900]	1900-03-05
genehmigt	Es wurden ernannt : zum Marineminister : George Henry Hall ( bisher Kolonialminister ) ; Kriegsminister : Bellinger ( Finanzsekretär im Kriegsministerium ) ; Minister für die Luftwaffe : Noel Baker ( Staatsminister im Foreign Office ) ; Minister ohne Portefeuille : der bisherige Marineminister Alexander , der als Landesverteidigungsminister in Aussicht genommen ist , wenn die im Weißbuch gemachten Vorschläge ( siehe folgenden Absatz ) vom Parlament genehmigt sind ; Kolonialminister : Creech Jones ( Staatssekretär im gleichen Ministerium ) ; Gouverneur und Befehlshaber von Zypern : Lord Winster ( Luftfahrtminister ) ; Luftfahrtminister : Lord Nathan ( Staatssekretär im Kriegsministerium ) ; Staatsminister im Foreign Office : Hector MacNeil ( Staatssekretär ) ; Staatssekretär im Foreign Office ; Mayhew ( Abgeordneter ) ; Staatssekretär im Kolonialministerium : Thomas ( Staatssekretär im Luftfahrtministerium ) ; Staatssekretär im Kriegsministerium :	kern	unknown	Regierung. Wehrwesen.	Zeitung::GROSSBRITANNIEN.	Archiv der Gegenwart, 2001 [1946]	1946-10-04
wendet	Er wendet sich an die nächste Militärstation , die ihm die Pfändung ermöglichen soll .	kern		Vom Herero-Aufstande. I.	Zeitung::Morgen-Ausgabe	Kölnische Zeitung (Morgenblatt), 10.03.1904	1904-03-10
vermeiden	Läßt sich das einmal nicht vermeiden , so setze sie möglichst weit auseinander .	kern	Martin, Hans	Darf ich mir erlauben ...?	Gebrauchsliteratur	Martin, Hans: Darf ich mir erlauben ...?, Stuttgart: Hädecke 1935, S. #page#	1935-12-31
wich	Er wich zurück .	kern	Neutsch, Erik	Spur der Steine	Belletristik::Roman	Neutsch, Erik: Spur der Steine, Halle: Mitteldeutscher Verl. 1964 [1964], S. #page#	1964-12-31
drohend	» Er riecht nach Äpfeln « , flüsterte Ellen drohend und hilflos .	kern	Aichinger, Ilse	Die größere Hoffnung	Belletristik::Roman	Aichinger, Ilse: Die größere Hoffnung, Frankfurt a. M.: S. Fischer 1966 [1948], S. #page#	1948-12-31
schien	Aber meine Mutter schien ein Über-Ohr für den Klang der Zither entwickelt zu haben .	kern	Strittmatter, Erwin	Der Laden	Belletristik	Strittmatter, Erwin: Der Laden, Berlin: Aufbau-Verl. 1983, S. #page#	1983-12-31
stehenbleiben	Ein Schüler wird nie eine Hocke vom Barren erlernen , wenn die Helfer am Gerät stehenbleiben und ihn in seinem Bewegungsablauf hemmen .	kern	Borrmann, Günter / Mügge, Hans	Gerätturnen in der Schule	Gebrauchsliteratur	Borrmann, Günter u. Mügge, Hans: Gerätturnen in der Schule, Berlin: Volk u. Wissen 1957, S. #page#	1957-12-31
fassen	Bei feineren Geweben können Sie eine dünne Vlieseinlage verwenden und mit in die Naht fassen .	kern	Janusch, Antonie	Unser Schneiderbuch	Wissenschaft	Janusch, Antonie: Unser Schneiderbuch, Leipzig: Verlag für d. Frau 1979 [1965], S. #page#	1965-12-31
herrschte	Er war wieder bei Mutter , da herrschte ein anderer Ton , er mußte sich umstellen .	kern	Noll, Dieter	Die Abenteuer des Werner Holt	Belletristik::Roman	Noll, Dieter: Die Abenteuer des Werner Holt, Berlin: Aufbau-Verl. 1984 [1963], S. #page#	1963-12-31
nahmen	Wir finden erlauchte Namen unter den Männern , welche nachher die Partei von Leibniz gegen die Akademie nahmen : Lessing und Kant .	kern	Mauthner, Fritz	Wörterbuch der Philosophie	Wissenschaft::Phiosophie	Mauthner, Fritz: Wörterbuch der Philosophie. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1910], S. #page#	1910-12-31
versetzte	Ich werde jetzt schon weiterkommen ! versetzte Plascheck und blickte Hoff länger an .	kern	Marchwitza, Hans	Roheisen	Belletristik	Marchwitza, Hans: Roheisen, Berlin: Verlag Tribüne Berlin 1955, S. #page#	1955-12-31
saßen	Gundel befreite ihre Hände , strich über seine Fäuste , daß sie sich entspannten , und gab ihre Hände wieder in die seinen ; so saßen sie lange ohne ein Wort .	kern	Noll, Dieter	Die Abenteuer des Werner Holt	Belletristik::Roman	Noll, Dieter: Die Abenteuer des Werner Holt, Berlin: Aufbau-Verl. 1984 [1963], S. #page#	1963-12-31
nehmen	Die führende Stelle nehmen unter den kapitalistischen Ländern jetzt Finnland , England , Frankreich und die Bundesrepublik Deutschland ein .	kern	unknown	Außenhandelsumsatz 1956	Zeitung::SOWJETUNION.	Archiv der Gegenwart, 2001 [1957]	1957-12-15
abwenden	Ich verstünde es sehr wohl , wenn jemand den zwangsläufigen Charakter der menschlichen Kultur hervorheben und z. B. sagen würde , die Neigung zur Einschränkung des Sexuallebens oder zur Durchsetzung des Humanitätsideals auf Kosten der natürlichen Auslese seien Entwicklungseinrichtungen , die sich nicht abwenden und nicht ablenken lassen , und denen man sich am besten beugt , wie wenn es Naturnotwendigkeiten wären .	kern	Freud, Sigmund	Das Unbehagen in der Kultur	Wissenschaft	Freud, Sigmund: Das Unbehagen in der Kultur, Wien: Internat. Psychoanalyt. Verl. 1930, S. #page#	1930-12-31
lackiert	Würde der Faden zu Beginn oder Abschluß geknotet und dann lackiert werden , bräche er nach kurzer Zeit , da er durch den erstarrten Lack ebenfalls steif und brüchig wird .	kern	Zeiske, Wolfgang	Angle richtig!	Gebrauchsliteratur	Zeiske, Wolfgang: Angle richtig!, Berlin: Sportverl. 1974 [1959], S. #page#	1959-12-31
standen	Theorie und Praxis standen für alle deutlich sichtbar in einer ungeheuren Diskrepanz zueinander , sie waren auch mit einigen Vermittlungsanstrengungen einfach nicht aufeinander zu beziehen , so daß uns manchmal schien , sie hätten überhaupt nichts miteinander zu tun .	kern	Autorenkollektiv am Psychologischen Institut der Freien Universität Berlin	Sozialistische Projektarbeit im Berliner Schülerladen Rote Freiheit	Gebrauchsliteratur::Politik	o. A.[Autorenkollektiv am Psychologischen Institut der Freien Universität Berlin]: Sozialistische Projektarbeit im Berliner Schülerladen Rote Freiheit. Frankfurt: Fischer Bücherei 1971, S. #page#	1971-12-31
fand	Am 13. August fand in Paris eine Konferenz der KPF , der Sozialisten und der linken Radikalen statt , die sich u. a. mit den Ereignissen in Portugal ( siehe 19652 A ) befaßte .	kern	unknown	Differenzen zwischen Frankreichs KP und Sozialisten im Hinblick auf die Ereignisse in Portugal	Zeitung::FRANKREICH. PORTUGAL.	Archiv der Gegenwart, 2001 [1975]	1975-08-30
beobachten	Manchmal schluckte er hinunter , als habe sein Mund sich mit Flüssigkeit gefüllt ; und dann konnte man an den Bewegungen der Muskeln an Wangen und Schläfen beobachten , daß er die Kiefer zusammenbiß .	kern	Mann, Thomas	Buddenbrooks	Belletristik::Roman	Mann, Thomas: Buddenbrooks, Frankfurt a. M.: Fischer 1989 [1901], S. #page#	1901-12-31
lege	Der erste ginge von einer ganz bestimmten Erfahrung aus , nämlich der Beobachtung der Zweckmäßigkeit und Ordnung im Sein , frage dann nach der Ursache dieser Ordnung und steige so mit Hilfe des Kausalsatzes zu einer höchsten Ursache auf ; der zweite mache es ebenso , lege aber nur die Erfahrung des Daseins überhaupt zugrunde , indem er annimmt , daß Dasein schon rein als solches einer Ursache bedürfe ; der dritte ginge nicht mehr von der Erfahrung aus , sondern schließe aus reinen Begriffen .	kern	Hirschberger, Johannes	Geschichte der Philosophie, Band 2	Wissenschaft::Philosophie	Hirschberger, Johannes: Geschichte der Philosophie, Bd. 2: Neuzeit und Gegenwart. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1952], S. #page#	1952-12-31
aufkommen	Diese Zuversicht ließ ein Angstgefühl bei ihm überhaupt nicht aufkommen .	kern	Hannover, Heinrich	Die Republik vor Gericht 1975 - 1995	Gebrauchsliteratur::Belletristik	Hannover, Heinrich: Die Republik vor Gericht 1975 - 1995, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1999], S. #page#	1999-12-31
veröffentlicht	E. Herr < 2233 > veröffentlicht ein aus dem 17. Jh. stammendes Markrecht des alten Klostergebietes von Maursmünster , der sog. marca Aquileiensis , die im 13. und 14. Jh. durch die Vögte dem Kloster entfremdet wurde und später in der Hand von vier weltlichen Markherren war ; diesen Zustand spiegelt das hier veröffentlichte , in vieler Beziehung aufschlußreiche Markrecht wider ; wenige Jahre nach seiner Niederschrift wurde im Jahre 1671 die alte Mark dem Kloster zurückgewonnen .	kern		Jahresberichte für deutsche Geschichte	Wissenschaft::Geschichte	Jahresberichte für deutsche Geschichte, 1936, S. #page#	1936-12-31
winkte	Xerxes winkte ab .	kern	Jentzsch, Kerstin	Ankunft der Pandora	Belletristik::Roman	Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. #page#	1996-12-31
Geht	Geht er nicht zu weit , den jungen Menschen so in Schutz zu nehmen - gegen sein besseres Wissen ?	kern	Horster, Hans-Ulrich [d.i. Eduard Rhein]	Ein Herz spielt falsch	Belletristik::Roman	Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. #page#	1950-12-31
erzeugt	Die Macht erzeugt Uebermut .	kern	Suttner, Bertha von	Memoiren	Belletristik::Gebrauchsliteratur	Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. #page#	1909-12-31
auszugehen	Warum regt es uns auf , wenn eine dumme Mischmaschine stockt , wenn der Kies oder Zement auszugehen droht ?	kern	Marchwitza, Hans	Roheisen	Belletristik	Marchwitza, Hans: Roheisen, Berlin: Verlag Tribüne Berlin 1955, S. #page#	1955-12-31
spotte	- » Ich spotte nicht .	kern	Niebelschütz, Wolf von	Der blaue Kammerherr	Belletristik	Niebelschütz, Wolf von: Der blaue Kammerherr, Stuttgart u. a.: Dt. Bücherbund [1991] [1949], S. #page#	1949-12-31
abgelehnt	Gerade hat ein argentinisches Gericht die Auslieferung des ehemaligen SS-Mannes Erich Priebke an Italien abgelehnt .	kern	huw	Wiesenthal-Zentrum	Gebrauchsliteratur::Aktuelles Lexikon	o. A. [huw]: Wiesenthal-Zentrum. In: Aktuelles Lexikon 1974-2000, München: DIZ 2000 [1995]	1995-08-25
warfen	Sowjetische Truppen drangen auf chinesisches Gebiet vor , begingen Mord und Brandstiftung , töteten wehrlose chinesische Fischer und Bauern , in dem sie diese prügelten und mit gepanzerten Fahrzeugen überfuhren oder sogar lebend in die Flüsse warfen .	kern	unknown	VR China erhebt Forderungen an Mongolei, erneuert Beziehungen zu Albanien und Frankreich, fordert von UdSSR Annullierung ungleicher Verträge und erklärt sich zu Grenzverhandlungen bereit	Zeitung::CHINA (VOLKSREPUBLIK). SOWJETUNION. MONGOLEI. ALBANIEN. FRANKREICH.	Archiv der Gegenwart, 2001 [1969]	1969-05-24
untersuchen	Bleibt zu untersuchen , welche Rolle Faktoren dieser Art in der untersuchten Phase gespielt haben .	kern	Elias, Norbert	Über den Prozeß der Zivilisation. Soziogenetische und psychogenetische Untersuchungen	Wissenschaft	Elias, Norbert: Über den Prozeß der Zivilisation - Soziogenetische und psychogenetische Untersuchungen Bd. 2, Frankfurt a. M.: Suhrkamp 1992 [1939], S. #page#	1939-12-31
betrafen	Aber warum werden sie denn nicht ausgenützt , frage ich immer wieder . « K. wußte es nicht ; zwar merkte er , daß ihn das , wovon Bürgel sprach , wahrscheinlich sehr betraf , aber er hatte jetzt eine große Abneigung gegen alle Dinge , die ihn betrafen , er rückte mit dem Kopf ein wenig beiseite , als mache er dadurch den Fragen Bürgels den Weg frei und könne von ihnen nicht mehr berührt werden .	kern	Kafka, Franz	Das Schloß	Belletristik	Kafka, Franz: Das Schloß. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1922], S. #page#	1922-12-31
plane	Wenn ich denke , mit welchen Mühen wir allein im Oberkommando der Wehrmacht jeweils in Erfahrung zu bringen versuchten , ob Hitler einen Krieg plane oder nicht , dann kann ich natürlich einem einfachen SA-Mann nicht eine Kenntnis über etwas zumuten , was wir noch nicht einmal positiv wußten .	kern	unknown	Einhundertvierzehnter Tag. Donnerstag, 25. April 1946	Gebrauchsliteratur	o. A.: Einhundertvierzehnter Tag. Donnerstag, 25. April 1946. In: Der Nürnberger Prozeß, Berlin: Directmedia Publ. 1999 [1946], S. #page#	1946-04-25
aufgegeben	Sie war gestorben , kurz ehe er den Laden aufgegeben hatte .	kern	Weissmann, Maria Luise	Skizzen	Belletristik	Weissmann, Maria Luise: Skizzen. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1920], S. #page#	1920-12-31
warteten	> Annemarie , Rosemarie < ; und drüben hängte Gretz gerade den Keiler vor die Tür : frisches Wildschweinblut tropfte dunkelrot auf den Asphalt ; um den Keiler herum wurden Fasanen und Rebhühner aufgehängt , Hasen ; zartes Gefieder , demütiges Hasenfell umschmückte den gewaltigen Keiler ; jeden Morgen hängte Gretz seine toten Tiere auf , immer so , daß ihre Wunden dem Publikum sichtbar waren ; Hasenbäuche , Taubenbrüste , des Keilers aufgerissene Flanke ; Blut mußte sichtbar sein ; Frau Gretzens rosige Hände ordneten Leberlappen zwischen Pilzhaufen ; Kaviar , über Eiswürfel gehäuft , glitzerte vor riesigen Schinken ; Langusten , violett wie scharf gebrannte Ziegel , bewegten sich blind , hilflos tastend in flachen Aquarien , warteten auf kundige Hausfrauenhände , warteten am 7. , am 9. , am 10. , 11. September 1907 , nur am 8. , 15. und 22. September , an den Sonntagen , blieb Gretzens Fassade frei vom Blut , und ich sah die toten Tiere im Jahre 1908 , 1909 - nur in den Jahren , in denen höhere Gewalt herrschte , sah ich sie nicht ; sah sie immer , einundfünfzig Jahre lang - sehe sie jetzt , wo kundige Hausfrauenhände am Samstagnachmittag letzte Leckerbissen fürs Sonntagsmahl aussuchen .	kern	Böll, Heinrich	Billard um halb zehn	Belletristik	Böll, Heinrich: Billard um halb zehn, Leipzig: Insel-Verl. 1961 [1959], S. #page#	1959-12-31
schlafen	Dann legte ich mich , um zu schlafen .	kern	Renn, Ludwig [d. i. Arnold Friedrich Vieth v. Golßenau]	Krieg	Belletristik	Renn, Ludwig [d. i. Vieth v. Golßenau, Arnold Friedrich]: Krieg - Nachkrieg, Berlin: Aufbau-Verl. 1951 [1928], S. #page#	1928-12-31
hervorschauten	Mittlerweile ging einer meiner Jungs an seinen Schrank , holte die beste Uniform heraus , nahm den Säbel aus dem Segeltuchfutteral und füllte dieses , damit es straff hing , unten mit einem Senkblei , und oben , wo der Säbelkorb hingehört , mit einer Konservenbüchse , und dann ging Meliert , den Säbel im Hosenbein , mit einem Gemüsesack , aus dem ein paar Gemüseköpfe hervorschauten , der auf dem Boden aber die Uniform enthielt , forsch und bieder an dem festlich einziehenden Oberstleutnant vorüber .	kern	Luckner, Felix von	Seeteufel	Belletristik	Luckner, Felix von: Seeteufel, Herford: Kohler 1966 [1921], S. #page#	1921-12-31
bestätigt	Diese Beobachtung wird von mehreren Zeugen bestätigt .	kern	Weinrich, Harald	Tempus	Wissenschaft::Sprachwissenschaft	Weinrich, Harald: Tempus, Stuttgart: Kohlhammer 1964, S. #page#	1964-12-31
geschworen	» Ich wäre auch zu Fuße herübergekommen , wenn es anders nicht gegangen wäre , mit Ihnen unter vier Augen zu reden « , hatte der Bruder Friedrich Wilhelm zum Bruder August gesagt und ihm geschworen , er verlasse sich mehr auf sein Königswort als sein Papier .	kern	Klepper, Jochen	Der Vater	Belletristik	Klepper, Jochen: Der Vater, Gütersloh: Bertelsmann 1962 [1937], S. #page#	1937-12-31
angerichtet	Sie lief davon und öffnete die Tür zu dem Nebenzimmer - nur eine Spalte , aber es genügte , um zu erkennen , was sie dort angerichtet hatte .	kern	Wilhelm, Hans Hermann	Die vier Brackenhoffs	Zeitung::Berliner Ausgabe	Völkischer Beobachter (Berliner Ausgabe), 02.03.1939	1939-03-02
überschätzt	Ihr Wert sollte nicht überschätzt werden .	kern	Kühne, Heinz	Wir sammeln Briefmarken	Gebrauchsliteratur	Kühne, Heinz: Wir sammeln Briefmarken, Gütersloh u. a.: Bertelsmann Ratgeberverl. [1969] [1959], S. #page#	1959-12-31
sprach	Abg. Lüdicke ( Dnat . ) sprach sich dagegen aus , daß Assessoren in den Berufungslammern mitwirken .	kern	unknown	Minister Schmidt über seine Personalpolitik	Zeitung::Morgen-Ausgabe	Vossische Zeitung (Morgen-Ausgabe), 04.03.1930	1930-03-04
klingt	» Es klingt zu schön , um wahr zu sein ... «	kern	Simmel, Johannes Mario	Es muß nicht immer Kaviar sein	Belletristik::Roman	Simmel, Johannes Mario: Es muß nicht immer Kaviar sein, Zürich: Schweizer Verl.-Haus 1984 [1960], S. #page#	1960-12-31
auftritt	» Wenn ein Signal der Art X auftritt oder eine Handlung der Art x ausgeführt wird , dann sind die Signal- oder Handlungskonsequenzen immer oder in der Regel als m einzustufen ( z. B. auf einer Dimension > angenehm-unangenehm < , > richtig-falsch < ) . «	kern	Foppa, Klaus	Lernen, Gedächtnis, Verhalten	Gebrauchsliteratur::Wissenschaft	Foppa, Klaus: Lernen, Gedächtnis, Verhalten, Köln u. a.: Kiepenheuer & Witsch 1965, S. #page#	1965-12-31
übersehen	Die bescheidenen Aufgaben , die es zuvor gab , waren rasch zu übersehen : Ergiebigkeit der Jagd , des Ackerbaus , der Viehzucht ....	kern	Rieger, Wilhelm	Einführung in die Privatwirtschaftslehre	Gebrauchsliteratur::Wirtschaft::Wissenschaft::Wirtschaft	Rieger, Wilhelm: Einführung in die Privatwirtschaftslehre, Erlangen: Palm & Enke 1964 [1928], S. #page#	1928-12-31
loten	Se will dat Kind nich to mi loten !	kern	Horster, Hans-Ulrich [d.i. Eduard Rhein]	Ein Herz spielt falsch	Belletristik::Roman	Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. #page#	1950-12-31
laufen	Die laufen , aufgelöst in lose Schwärme , dem Feldgeschütz nach , vor die Front und an die Flanken .	kern	Kolbenheyer, Erwin Guido	Das Gestirn des Paracelsus	Belletristik::Roman	Kolbenheyer, Erwin Guido: Das Gestirn des Paracelsus, München: J.F. Lehmanns 1964 [1921], S. #page#	1921-12-31
erfordern	Auf der anderen Seite erfordern neue Aufgaben und unvorhergesehene Schicksale dynamische und bewegliche Deutungsmittel .	kern	Gehlen, Arnold	Der Mensch	Wissenschaft	Gehlen, Arnold: Der Mensch, Berlin: Junker und Dünnhaupt 1940, S. #page#	1940-12-31
